,Active Players (66),Pos.,Base Salary,Signing Bonus,Roster Bonus,Option Bonus,Workout Bonus,Restruc. Bonus,Misc.,Dead Cap,Cap Hit,Cap %
1703,Kelechi Osemele ,G,9700000.0,0.0,0.0,0.0,500000.0,0.0,300000.0,0.0,10500000.0,5.78
1704,Gabe Jackson ,G,4250000.0,0.0,6000000.0,0.0,250000.0,0.0,0.0,10250000.0,10500000.0,5.78
1705,Rodney Hudson ,C,8000000.0,0.0,0.0,0.0,350000.0,0.0,100000.0,0.0,8450000.0,4.65
1706,Donald Penn ,LT,6000000.0,0.0,1531250.0,0.0,600000.0,0.0,250000.0,3000000.0,8381250.0,4.61
1707,Bruce Irvin ,OLB,8000000.0,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,8250000.0,4.54
1708,Jordy Nelson ,WR,3400000.0,0.0,3468750.0,0.0,100000.0,0.0,400000.0,6400000.0,7368750.0,4.06
1709,Amari Cooper ,WR,700000.0,3685567.0,2825426.0,0.0,0.0,0.0,0.0,4385567.0,7210993.0,3.97
1710,Tahir Whitehead ,OLB,3100000.0,0.0,3175000.0,0.0,100000.0,0.0,0.0,6275000.0,6375000.0,3.51
1711,Jared Cook ,TE,5000000.0,0.0,0.0,0.0,300000.0,0.0,375000.0,0.0,5675000.0,3.12
1712,Marshawn Lynch ,RB,2500000.0,0.0,2703125.0,0.0,250000.0,0.0,0.0,4500000.0,5453125.0,3.00
1713,Rashaan Melvin ,CB,1850000.0,3000000.0,312500.0,0.0,150000.0,0.0,0.0,4850000.0,5312500.0,2.92
1714,Seth Roberts ,WR,2250000.0,0.0,2000000.0,0.0,200000.0,0.0,0.0,4225000.0,4450000.0,2.45
1715,Justin Ellis ,DT,2500000.0,0.0,1500000.0,0.0,375000.0,0.0,0.0,6250000.0,4375000.0,2.41
1716,Marcus Gilchrist ,SS,2000000.0,1850000.0,0.0,0.0,150000.0,0.0,0.0,3850000.0,4000000.0,2.20
1717,Lee Smith ,TE,2000000.0,0.0,1250000.0,0.0,0.0,0.0,0.0,3000000.0,3250000.0,1.79
1718,Karl Joseph ,SS,1530392.0,1710785.0,0.0,0.0,0.0,0.0,0.0,7022551.0,3241177.0,1.78
1719,Gareon Conley ,CB,940792.0,1438168.0,0.0,0.0,0.0,0.0,0.0,6671880.0,2378960.0,1.31
1720,Mario Edwards ,DE,1255521.0,659031.0,0.0,0.0,0.0,0.0,0.0,659031.0,1914552.0,1.05
1721,Derek Carrier ,TE,1150000.0,0.0,750000.0,0.0,0.0,0.0,0.0,1900000.0,1900000.0,1.05
1722,Jihad Ward ,DE,953618.0,557236.0,0.0,0.0,0.0,0.0,0.0,1114473.0,1510854.0,0.83
1723,Doug Martin ,RB,850000.0,0.0,525000.0,0.0,100000.0,0.0,0.0,0.0,1475000.0,0.81
1724,Andrew DePaola ,LS,790000.0,0.0,580000.0,0.0,30000.0,0.0,0.0,875000.0,1400000.0,0.77
1725,Obi Melifonwu ,S,669972.0,354887.0,0.0,0.0,0.0,0.0,0.0,1734634.0,1024859.0,0.56
1726,Kyle Wilber ,OLB,790000.0,0.0,110000.0,0.0,0.0,0.0,0.0,1400000.0,900000.0,0.50
1727,Jon Feliciano ,G,705000.0,115163.0,0.0,0.0,0.0,0.0,0.0,115163.0,820163.0,0.45
1728,Connor Cook ,QB,630000.0,154972.0,0.0,0.0,0.0,0.0,0.0,309946.0,784972.0,0.43
1729,Eddie Vanderdoes ,DT,589000.0,190303.0,0.0,0.0,0.0,0.0,0.0,570909.0,779303.0,0.43
1730,Leon Hall ,CB,915000.0,45000.0,0.0,0.0,45000.0,0.0,0.0,45000.0,720000.0,0.40
1731,Shareece Wright ,CB,915000.0,0.0,90000.0,0.0,0.0,0.0,0.0,0.0,720000.0,0.40
1732,Dexter McDonald ,CB,705000.0,14214.0,0.0,0.0,0.0,0.0,0.0,14214.0,719214.0,0.40
1733,David Sharpe ,T,555000.0,146603.0,0.0,0.0,0.0,0.0,0.0,439812.0,701603.0,0.39
1734,DeAndre Washington ,RB,630000.0,67298.0,0.0,0.0,0.0,0.0,0.0,134599.0,697298.0,0.38
1735,Cory James ,ILB,630000.0,33119.0,0.0,0.0,0.0,0.0,0.0,66240.0,663119.0,0.37
1736,Vadal Alexander ,RT,630000.0,19211.0,0.0,0.0,0.0,0.0,0.0,38424.0,649211.0,0.36
1737,Antonio Hamilton ,S,630000.0,1834.0,0.0,0.0,0.0,0.0,0.0,1834.0,631834.0,0.35
1738,Johnny Holton ,WR,630000.0,1668.0,0.0,0.0,0.0,0.0,0.0,1668.0,631668.0,0.35
1739,Josh Johnson ,QB,915000.0,0.0,90000.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.35
1740,Griff Whalen ,WR,790000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.35
1741,James Cowser ,OLB,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.35
1742,Denver Kirkland ,G,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.35
1743,Darius Latham ,DT,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.35
1744,Jalen Richard ,RB,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.35
1745,Ian Silberman ,G,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.35
1746,James Stone ,C,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.35
1747,Marquel Lee ,ILB,555000.0,63423.0,0.0,0.0,0.0,0.0,0.0,190270.0,618423.0,0.34
1748,Shalom Luani ,S,555000.0,23603.0,0.0,0.0,0.0,0.0,0.0,70811.0,578603.0,0.32
1749,Jylan Ware ,T,555000.0,21073.0,0.0,0.0,0.0,0.0,0.0,63222.0,576073.0,0.32
1750,Treyvon Hester ,DT,555000.0,17150.0,0.0,0.0,0.0,0.0,0.0,51451.0,572150.0,0.31
1751,Nicholas Morrow ,OLB,555000.0,2500.0,0.0,0.0,0.0,0.0,0.0,5000.0,557500.0,0.31
1752,Shilique Calhoun ,OLB,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.31
1753,Erik Harris ,CB,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.31
1754,Darius Hillary ,CB,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.31
1755,Giorgio Tavecchio ,K,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.31
1756,Isaac Whitney ,WR,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.31
1757,Pharaoh Brown ,TE,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1758,Fadol Brown ,DE,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1759,Andrew East ,LS,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1760,Keon Hatcher ,WR,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1761,Elijah Hood ,RB,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1762,Tevin Mitchel ,CB,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1763,Shaquille Richardson ,CB,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1764,Joby Saint Fleur ,DE,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1765,Brady Sheldon ,OLB,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1766,Jordan Simmons ,T,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1767,Shakir Soto ,DE,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1768,Colby Wadman ,P,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1769,Armonty Bryant ,DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
1770,Cornellius Carradine ,DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
1771,Breno Giacomini ,RT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
1772,Senquez Golson ,CB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
1773,Dwayne Harris ,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
1774,Emmanuel Lamur ,OLB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
1775,E.J. Manuel ,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
1776,Reggie Nelson ,FS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
1777,Keith Smith ,FB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
1779,Fletcher Cox ,DT,11500000.0,5200000.0,0.0,1200000.0,0.0,0.0,0.0,38450000.0,17900000.0,9.65
1780,Brandon Brooks ,G,8750000.0,2200000.0,0.0,0.0,0.0,186397.0,0.0,11159191.0,11136397.0,6.00
1781,Jason Peters ,LT,6750000.0,3666666.0,0.0,0.0,250000.0,0.0,0.0,10833334.0,10666666.0,5.75
1782,Malcolm Jenkins ,FS,8600000.0,1500000.0,0.0,0.0,0.0,0.0,0.0,9500000.0,10100000.0,5.44
1783,Rodney McLeod ,FS,6000000.0,1600000.0,0.0,0.0,0.0,806250.0,0.0,11618750.0,8406250.0,4.53
1784,Brandon Graham ,DE,7000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,1000000.0,8000000.0,4.31
1785,Mychal Kendricks ,OLB,5850000.0,1600000.0,0.0,0.0,150000.0,0.0,0.0,3200000.0,7600000.0,4.10
1786,Nick Foles ,QB,4000000.0,600000.0,3000000.0,0.0,0.0,0.0,0.0,5400000.0,7600000.0,4.10
1787,Carson Wentz ,QB,2875122.0,4400243.0,0.0,0.0,0.0,0.0,0.0,15763291.0,7275365.0,3.92
1788,Jason Kelce ,C,6000000.0,1200000.0,0.0,0.0,0.0,0.0,0.0,1200000.0,7200000.0,3.88
1789,Michael Bennett ,DE,1650000.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,6650000.0,3.58
1790,Zach Ertz ,TE,1040000.0,1600000.0,0.0,0.0,0.0,2447500.0,100000.0,15630000.0,5187500.0,2.80
1791,Lane Johnson ,RT,790000.0,2000000.0,0.0,0.0,0.0,2365000.0,0.0,16375000.0,5155000.0,2.78
1792,Timmy Jernigan ,DT,3000000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,11000000.0,5000000.0,2.70
1793,Alshon Jeffery ,WR,1250000.0,1250000.0,0.0,1625000.0,0.0,0.0,0.0,24500000.0,4125000.0,2.22
1794,Mike Wallace ,WR,915000.0,1000000.0,0.0,0.0,0.0,0.0,2085000.0,1000000.0,4000000.0,2.16
1795,Stefen Wisniewski ,C,2500000.0,583333.0,0.0,0.0,0.0,125000.0,0.0,2416667.0,3208333.0,1.73
1796,Chris Long ,DE,2500000.0,100000.0,500000.0,0.0,0.0,0.0,0.0,3400000.0,3100000.0,1.67
1797,Haloti Ngata ,DT,1015000.0,250000.0,0.0,0.0,1335000.0,0.0,400000.0,2600000.0,3000000.0,1.62
1798,Nelson Agholor ,WR,1713733.0,1269977.0,0.0,0.0,0.0,0.0,0.0,2126843.0,2983710.0,1.61
1799,Derek Barnett ,DE,1049126.0,1871504.0,0.0,0.0,0.0,0.0,0.0,10514268.0,2920630.0,1.57
1800,Jordan Hicks ,ILB,1907000.0,163183.0,0.0,0.0,0.0,0.0,0.0,163183.0,2070183.0,1.12
1801,Chance Warmack ,G,1000000.0,375000.0,656250.0,0.0,0.0,0.0,0.0,875000.0,2031250.0,1.09
1802,Chris Maragos ,FS,1750000.0,250000.0,0.0,0.0,0.0,0.0,0.0,500000.0,2000000.0,1.08
1803,Nigel Bradham ,OLB,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,6000000.0,2000000.0,1.08
1804,Jay Ajayi ,RB,1907000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1907000.0,1.03
1805,Corey Nelson ,ILB,1000000.0,600000.0,0.0,0.0,0.0,0.0,0.0,600000.0,1600000.0,0.86
1806,Sidney Jones ,CB,744095.0,651380.0,0.0,0.0,0.0,0.0,0.0,2698235.0,1395475.0,0.75
1807,Ronald Darby ,CB,1008139.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,1058139.0,0.57
1808,Steven Means ,DE,800000.0,55000.0,0.0,0.0,50000.0,0.0,0.0,0.0,905000.0,0.49
1809,Isaac Seumalo ,G,664000.0,190966.0,0.0,0.0,0.0,0.0,0.0,381932.0,854966.0,0.46
1810,Rasul Douglas ,CB,580000.0,176572.0,0.0,0.0,0.0,0.0,0.0,529716.0,756572.0,0.41
1811,Taylor Hart ,T,705000.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,725000.0,0.39
1812,Mack Hollins ,WR,555000.0,159283.0,0.0,0.0,0.0,0.0,0.0,477849.0,714283.0,0.39
1813,Wendell Smallwood ,RB,630000.0,61144.0,0.0,0.0,0.0,0.0,0.0,122290.0,691144.0,0.37
1814,Halapoulivaati Vaitai ,T,630000.0,56281.0,0.0,0.0,0.0,0.0,0.0,0.0,686281.0,0.37
1815,Daryl Worley ,CB,650000.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,670000.0,0.36
1816,Jalen Mills ,S,630000.0,19214.0,0.0,0.0,0.0,0.0,0.0,38428.0,649214.0,0.35
1817,Destiny Vaeao ,DT,630000.0,2668.0,0.0,0.0,0.0,0.0,0.0,2668.0,632668.0,0.34
1818,Marquess Wilson ,WR,790000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.34
1819,Kamu Grugier-Hill ,OLB,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.34
1820,Rick Lovato ,LS,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.34
1821,Nate Sudfeld ,QB,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.34
1822,Bryce Treggs ,WR,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.34
1823,Donnel Pumphrey ,RB,480000.0,143972.0,0.0,0.0,0.0,0.0,0.0,431916.0,623972.0,0.34
1824,Shelton Gibson ,WR,555000.0,64309.0,0.0,0.0,0.0,0.0,0.0,192928.0,619309.0,0.33
1825,Elijah Qualls ,DT,555000.0,31801.0,0.0,0.0,0.0,0.0,0.0,95403.0,586801.0,0.32
1826,Joe Walker ,ILB,555000.0,15034.0,0.0,0.0,0.0,0.0,0.0,30069.0,570034.0,0.31
1827,Corey Clement ,RB,555000.0,3333.0,0.0,0.0,0.0,0.0,0.0,6667.0,558333.0,0.30
1828,DeVante Bausby ,CB,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.30
1829,Jake Elliott ,K,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.30
1830,Nate Gerry ,OLB,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.30
1831,Joshua Perkins ,TE,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.30
1832,Dominique Williams ,WR,480000.0,5000.0,0.0,0.0,0.0,0.0,0.0,5000.0,485000.0,0.26
1833,Aziz Shittu ,DT,480000.0,3750.0,0.0,0.0,0.0,0.0,0.0,3750.0,483750.0,0.26
1834,Randall Goforth ,S,480000.0,666.0,0.0,0.0,0.0,0.0,0.0,1334.0,480666.0,0.26
1835,Elie Bouka ,CB,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1836,Billy Brown ,TE,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1837,Winston Craig ,DT,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1838,Rashard Davis ,WR,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1839,Darrell Greene ,G,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1840,Cameron Johnston ,P,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1841,D.J. Killings ,CB,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1842,Tre' Sullivan ,S,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1843,Jon Toth ,C,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1844,Greg Ward ,QB,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1845,Adam Zaruba ,TE,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1846,Richard Rodgers ,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
1847,Paul Worrilow ,OLB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
1849,Ben Roethlisberger ,QB,12000000.0,6200000.0,5000000.0,0.0,0.0,0.0,0.0,17400000.0,23200000.0,12.72
1850,Le'Veon Bell ,RB,14544000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14544000.0,7.97
1851,Cameron Heyward ,DE,9000000.0,2400000.0,0.0,0.0,0.0,1056250.0,0.0,7968750.0,12456250.0,6.83
1852,Joe Haden ,CB,9000000.0,1916666.0,1000000.0,0.0,0.0,0.0,0.0,4833332.0,11916666.0,6.53
1853,Maurkice Pouncey ,C,7000000.0,2600000.0,0.0,0.0,0.0,951000.0,0.0,4502000.0,10551000.0,5.79
1854,Ryan Shazier ,ILB,8718000.0,0.0,0.0,0.0,0.0,0.0,0.0,8718000.0,8718000.0,4.78
1855,Antonio Brown ,WR,915000.0,3800000.0,0.0,0.0,0.0,3240000.0,0.0,28160000.0,7955000.0,4.36
1856,Marcus Gilbert ,RT,4050000.0,1530000.0,0.0,0.0,50000.0,1728500.0,0.0,3392000.0,7358500.0,4.03
1857,David DeCastro ,G,790000.0,3200000.0,0.0,0.0,0.0,1697500.0,0.0,16390000.0,5687500.0,3.12
1858,Stephon Tuitt ,DE,790000.0,2600000.0,0.0,0.0,0.0,2042000.0,0.0,19010000.0,5432000.0,2.98
1859,Vance McDonald ,TE,3700000.0,0.0,468750.0,0.0,150000.0,0.0,0.0,0.0,4318750.0,2.37
1860,Alejandro Villanueva ,LT,705000.0,1625000.0,0.0,0.0,0.0,1765000.0,0.0,10170000.0,4095000.0,2.25
1861,J.J. Wilcox ,FS,3125000.0,675000.0,0.0,0.0,0.0,0.0,0.0,675000.0,3800000.0,2.08
1862,Tyson Alualu ,DE,3000000.0,625000.0,0.0,0.0,0.0,0.0,0.0,625000.0,3625000.0,1.99
1863,Ramon Foster ,G,2675000.0,916668.0,0.0,0.0,0.0,0.0,0.0,916668.0,3591668.0,1.97
1864,Bud Dupree ,OLB,1692583.0,1241780.0,0.0,0.0,0.0,0.0,0.0,2344080.0,2934363.0,1.61
1865,Chris Boswell ,K,2914000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2914000.0,1.60
1866,Artie Burns ,CB,1321907.0,1293814.0,0.0,0.0,0.0,0.0,0.0,3909538.0,2615721.0,1.43
1867,Vince Williams ,ILB,2000000.0,500000.0,0.0,0.0,0.0,0.0,0.0,500000.0,2500000.0,1.37
1868,Morgan Burnett ,SS,1000000.0,1416666.0,0.0,0.0,0.0,0.0,0.0,4250000.0,2416666.0,1.33
1869,Landry Jones ,QB,1900000.0,300000.0,0.0,0.0,0.0,0.0,0.0,300000.0,2200000.0,1.21
1870,T.J. Watt ,OLB,885844.0,1218376.0,0.0,0.0,0.0,0.0,0.0,7575192.0,2104220.0,1.15
1871,Jesse James ,TE,1907000.0,52228.0,0.0,0.0,0.0,0.0,0.0,52228.0,1959228.0,1.07
1872,Jordan Berry ,P,1887000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1887000.0,1.03
1873,Coty Sensabaugh ,CB,1400000.0,212500.0,0.0,0.0,0.0,0.0,0.0,212500.0,1612500.0,0.88
1874,Jon Bostic ,ILB,800000.0,700000.0,0.0,0.0,0.0,0.0,0.0,1400000.0,1500000.0,0.82
1875,Roosevelt Nix ,FB,1000000.0,437500.0,0.0,0.0,0.0,0.0,0.0,1750000.0,1437500.0,0.79
1876,Darrius Heyward-Bey ,WR,1200000.0,133334.0,0.0,0.0,0.0,0.0,0.0,133334.0,1333334.0,0.73
1877,Sean Davis ,SS,821543.0,293085.0,0.0,0.0,0.0,0.0,0.0,586172.0,1114628.0,0.61
1878,JuJu Smith-Schuster ,WR,655717.0,297868.0,0.0,0.0,0.0,0.0,0.0,1549324.0,953585.0,0.52
1879,Javon Hargrave ,DT,691000.0,173314.0,0.0,0.0,0.0,0.0,0.0,346628.0,864314.0,0.47
1880,Cameron Sutton ,CB,587400.0,184032.0,0.0,0.0,0.0,0.0,0.0,552096.0,771432.0,0.42
1881,Jerald Hawkins ,T,630000.0,132622.0,0.0,0.0,0.0,0.0,0.0,265244.0,762622.0,0.42
1882,Leterrius Walton ,DE,705000.0,29234.0,0.0,0.0,0.0,0.0,0.0,29234.0,734234.0,0.40
1883,James Conner ,RB,555000.0,176572.0,0.0,0.0,0.0,0.0,0.0,529716.0,731572.0,0.40
1884,Daniel McCullers ,DT,790000.0,90000.0,0.0,0.0,0.0,0.0,0.0,90000.0,720000.0,0.39
1885,Martavis Bryant ,WR,705000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705000.0,0.39
1886,L.J. Fort ,ILB,705000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705000.0,0.39
1887,Joshua Dobbs ,QB,555000.0,149781.0,0.0,0.0,0.0,0.0,0.0,449343.0,704781.0,0.39
1888,Tyler Matakevich ,ILB,630000.0,15762.0,0.0,0.0,0.0,0.0,0.0,31526.0,645762.0,0.35
1889,Fitz Toussaint ,RB,790000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.35
1890,Kameron Canaday ,LS,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.35
1891,B.J. Finney ,C,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.35
1892,Xavier Grimble ,TE,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.35
1893,Dashaun Phillips ,CB,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.35
1894,Brian Allen ,CB,555000.0,57544.0,0.0,0.0,0.0,0.0,0.0,172635.0,612544.0,0.34
1895,Jordan Dangerfield ,FS,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.30
1896,Matt Feiler ,RT,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.30
1897,Mike Hilton ,CB,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.30
1898,Matt Wile ,P,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.30
1899,Keion Adams ,OLB,480000.0,16504.0,0.0,0.0,0.0,0.0,0.0,49513.0,496504.0,0.27
1900,Antonio Crawford ,CB,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1901,Matt Galambos ,ILB,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1902,Malik Golden ,S,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1903,Trey Griffey ,WR,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1904,Lavon Hooks ,DE,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1905,Farrington Huguenin ,DE,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1906,Tevin Jones ,WR,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1907,Keith Kelsey ,ILB,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1908,Darnell Leslie ,OLB,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1909,Jake McGee ,TE,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1910,Casey Sayles ,DT,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1911,James Summers ,RB,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1912,Justin Thomas ,WR,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1913,Marcus Tucker ,WR,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1914,Nat Berhe ,SS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
1915,Justin Hunter ,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
1916,Stevan Ridley ,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
1918,Jimmy Garoppolo ,QB,6200000.0,1400000.0,28800000.0,0.0,600000.0,0.0,0.0,48700000.0,37000000.0,17.99
1919,Jerick McKinnon ,RB,4200000.0,500000.0,5750000.0,0.0,50000.0,0.0,0.0,11700000.0,10500000.0,5.10
1920,Weston Richburg ,C,3000000.0,1860000.0,4600000.0,0.0,100000.0,0.0,0.0,16500000.0,9560000.0,4.65
1921,Pierre Garcon ,WR,6625000.0,2400000.0,125000.0,0.0,100000.0,0.0,0.0,10925000.0,9250000.0,4.50
1922,Jimmie Ward ,FS,8526000.0,0.0,0.0,0.0,0.0,0.0,0.0,8526000.0,8526000.0,4.14
1923,Joe Staley ,LT,4800000.0,0.0,468750.0,0.0,200000.0,2200000.0,0.0,4400000.0,7668750.0,3.73
1924,Solomon Thomas ,DE,1744744.0,4653975.0,0.0,0.0,0.0,0.0,0.0,13961928.0,6398719.0,3.11
1925,Marquise Goodwin ,WR,1450000.0,1875000.0,2500000.0,0.0,50000.0,0.0,400000.0,7700000.0,6275000.0,3.05
1926,Richard Sherman ,CB,2000000.0,1000000.0,3125000.0,0.0,50000.0,0.0,0.0,3000000.0,6175000.0,3.00
1927,DeForest Buckner ,DT,2103727.0,2857453.0,0.0,0.0,0.0,0.0,0.0,10749226.0,4961180.0,2.41
1928,Jonathan Cooper ,G,2000000.0,2000000.0,385931.0,0.0,475000.0,0.0,0.0,4000000.0,4860931.0,2.36
1929,Malcolm Smith ,OLB,3000000.0,1400000.0,0.0,0.0,50000.0,0.0,0.0,8100000.0,4450000.0,2.16
1930,Kyle Juszczyk ,FB,2750000.0,1250000.0,350000.0,0.0,100000.0,0.0,0.0,3750000.0,4450000.0,2.16
1931,Zane Beadles ,G,3000000.0,583334.0,300000.0,0.0,200000.0,0.0,0.0,583334.0,4083334.0,1.98
1932,Earl Mitchell ,DT,2250000.0,750000.0,750000.0,0.0,100000.0,0.0,0.0,2250000.0,3850000.0,1.87
1933,Cassius Marsh ,OLB,1100000.0,0.0,2281250.0,0.0,100000.0,0.0,0.0,3100000.0,3481250.0,1.69
1934,Arik Armstead ,DE,1777177.0,1354569.0,0.0,0.0,0.0,0.0,0.0,3131746.0,3131746.0,1.52
1935,Jeremiah Attaochu ,OLB,1000000.0,1500000.0,62500.0,0.0,250000.0,0.0,0.0,1500000.0,2812500.0,1.37
